original_index,review_text,review_text_processed,review_text_tokenized,polarity,rating,kfold_polarity,kfold_rating
0_462526,muito bom.  consumo de energia  a+,muito bom.  consumo de energia  a+,"['muito', 'bom', 'consumo', 'de', 'energia']",1.0,4,4,4
0_165840,"muito bom para que diriji eu compraria hoje mesmo

O que não gostei: caro","muito bom para que diriji eu compraria hoje mesmo

o que nao gostei: caro","['muito', 'bom', 'para', 'que', 'diriji', 'eu', 'compraria', 'hoje', 'mesmo', 'que', 'nao', 'gostei', 'caro']",1.0,4,10,10
minus_6_46612,"jfdhgvas hdfsalifsa hfsaloisd sd skdfhaoi se dshfask ksdjhflad

O que gostei: cvhdlkfig sdflsadfi djldsif ldkfjsldif dfosaivasl sdjfosaiu

O que não gostei: sldkfsodi fosadif sd sdfosaiad ss sdifosif sdfjosai fosaidfuo","jfdhgvas hdfsalifsa hfsaloisd sd skdfhaoi se dshfask ksdjhflad

o que gostei: cvhdlkfig sdflsadfi djldsif ldkfjsldif dfosaivasl sdjfosaiu

o que nao gostei: sldkfsodi fosadif sd sdfosaiad ss sdifosif sdfjosai fosaidfuo","['jfdhgvas', 'hdfsalifsa', 'hfsaloisd', 'sd', 'skdfhaoi', 'se', 'dshfask', 'ksdjhflad', 'que', 'gostei', 'cvhdlkfig', 'sdflsadfi', 'djldsif', 'ldkfjsldif', 'dfosaivasl', 'sdjfosaiu', 'que', 'nao', 'gostei', 'sldkfsodi', 'fosadif', 'sd', 'sdfosaiad', 'ss', 'sdifosif', 'sdfjosai', 'fosaidfuo']",1.0,5,9,9
0_455373,"Está em uso há apenas 2 dias, mas impressionou-me a facilidade de uso. Tem funções e características que não pensava encontrar em um celular deste preço. Ainda não tenho como avaliar a bateria, mas já me sinto satisfeito pela compra  e recomendaria a algum amigo. É um celular para quem não quer complicação.","esta em uso ha apenas 2 dias, mas impressionou-me a facilidade de uso. tem funcoes e caracteristicas que nao pensava encontrar em um celular deste preco. ainda nao tenho como avaliar a bateria, mas ja me sinto satisfeito pela compra  e recomendaria a algum amigo. e um celular para quem nao quer complicacao.","['esta', 'em', 'uso', 'ha', 'apenas', 'dias', 'mas', 'impressionou', 'me', 'facilidade', 'de', 'uso', 'tem', 'funcoes', 'caracteristicas', 'que', 'nao', 'pensava', 'encontrar', 'em', 'um', 'celular', 'deste', 'preco', 'ainda', 'nao', 'tenho', 'como', 'avaliar', 'bateria', 'mas', 'ja', 'me', 'sinto', 'satisfeito', 'pela', 'compra', 'recomendaria', 'algum', 'amigo', 'um', 'celular', 'para', 'quem', 'nao', 'quer', 'complicacao']",1.0,5,6,6
0_404992,"ótimo produto, tenho e recomendo.","otimo produto, tenho e recomendo.","['otimo', 'produto', 'tenho', 'recomendo']",1.0,5,1,1
28_17490,"""Não planejava em comprar este produto, estava a procura de outro celular como  não achei o que queria olhei as outras opções da loja e vi este belo aparelho desligado, quando liguei pela 1ª vez na loja me encantei. E ainda estou encantada, ainda bem que não tinha o outro produto senão não havia encontrado este lindo e ótimo aparelho.""


O que gostei: Ótimo design, com touchpah, tem rádio. Enfim é ótimo!

O que não gostei: A bateria acaba muito rápido e pouca memória interna(e não pode colocar cartão de memória).","""nao planejava em comprar este produto, estava a procura de outro celular como  nao achei o que queria olhei as outras opcoes da loja e vi este belo aparelho desligado, quando liguei pela 1a vez na loja me encantei. e ainda estou encantada, ainda bem que nao tinha o outro produto senao nao havia encontrado este lindo e otimo aparelho.""


o que gostei: otimo design, com touchpah, tem radio. enfim e otimo!

o que nao gostei: a bateria acaba muito rapido e pouca memoria interna(e nao pode colocar cartao de memoria).","['nao', 'planejava', 'em', 'comprar', 'este', 'produto', 'estava', 'procura', 'de', 'outro', 'celular', 'como', 'nao', 'achei', 'que', 'queria', 'olhei', 'as', 'outras', 'opcoes', 'da', 'loja', 'vi', 'este', 'belo', 'aparelho', 'desligado', 'quando', 'liguei', 'pela', '1a', 'vez', 'na', 'loja', 'me', 'encantei', 'ainda', 'estou', 'encantada', 'ainda', 'bem', 'que', 'nao', 'tinha', 'outro', 'produto', 'senao', 'nao', 'havia', 'encontrado', 'este', 'lindo', 'otimo', 'aparelho', 'que', 'gostei', 'otimo', 'design', 'com', 'touchpah', 'tem', 'radio', 'enfim', 'otimo', 'que', 'nao', 'gostei', 'bateria', 'acaba', 'muito', 'rapido', 'pouca', 'memoria', 'interna', 'nao', 'pode', 'colocar', 'cartao', 'de', 'memoria']",1.0,4,4,4
10_20550,"Pesquisei muito até encontrar a camera que satisfizesse minhas exigências. A Sony W80 foi uma escolha perfeita. ë pequena, tem um excelente processo de estabilização de imagem e é muito fácil de usar.

O que gostei: Para um fotógrafo amador é uma máquina fácil de usar. Seu sistema estabilizador de imagem é o melhor que conheço.

O que não gostei: Sua bateria. O fato de ter uma bateria própria nos obriga a adquirir uma segunda bateria e um carregador para evitar situações desagradáveis.","pesquisei muito ate encontrar a camera que satisfizesse minhas exigencias. a sony w80 foi uma escolha perfeita. e pequena, tem um excelente processo de estabilizacao de imagem e e muito facil de usar.

o que gostei: para um fotografo amador e uma maquina facil de usar. seu sistema estabilizador de imagem e o melhor que conheco.

o que nao gostei: sua bateria. o fato de ter uma bateria propria nos obriga a adquirir uma segunda bateria e um carregador para evitar situacoes desagradaveis.","['pesquisei', 'muito', 'ate', 'encontrar', 'camera', 'que', 'satisfizesse', 'minhas', 'exigencias', 'sony', 'w80', 'foi', 'uma', 'escolha', 'perfeita', 'pequena', 'tem', 'um', 'excelente', 'processo', 'de', 'estabilizacao', 'de', 'imagem', 'muito', 'facil', 'de', 'usar', 'que', 'gostei', 'para', 'um', 'fotografo', 'amador', 'uma', 'maquina', 'facil', 'de', 'usar', 'seu', 'sistema', 'estabilizador', 'de', 'imagem', 'melhor', 'que', 'conheco', 'que', 'nao', 'gostei', 'sua', 'bateria', 'fato', 'de', 'ter', 'uma', 'bateria', 'propria', 'nos', 'obriga', 'adquirir', 'uma', 'segunda', 'bateria', 'um', 'carregador', 'para', 'evitar', 'situacoes', 'desagradaveis']",1.0,5,1,1
4_15186,"Otimo visual, facil compreensão da agenda, otimo sistema de sem fio, uma otima bateria, leve, compacto e charmoso, todos elogiam seu aparelho

O que gostei: Excelente aparelho,  facil manuseio, otima camara, otima gravaçao de video, visual excelente, entrada para cartão de memoria, inclusive quero outro aparelho para presentear meu filho. Sem mais comentarios excelente","otimo visual, facil compreensao da agenda, otimo sistema de sem fio, uma otima bateria, leve, compacto e charmoso, todos elogiam seu aparelho

o que gostei: excelente aparelho,  facil manuseio, otima camara, otima gravacao de video, visual excelente, entrada para cartao de memoria, inclusive quero outro aparelho para presentear meu filho. sem mais comentarios excelente","['otimo', 'visual', 'facil', 'compreensao', 'da', 'agenda', 'otimo', 'sistema', 'de', 'sem', 'fio', 'uma', 'otima', 'bateria', 'leve', 'compacto', 'charmoso', 'todos', 'elogiam', 'seu', 'aparelho', 'que', 'gostei', 'excelente', 'aparelho', 'facil', 'manuseio', 'otima', 'camara', 'otima', 'gravacao', 'de', 'video', 'visual', 'excelente', 'entrada', 'para', 'cartao', 'de', 'memoria', 'inclusive', 'quero', 'outro', 'aparelho', 'para', 'presentear', 'meu', 'filho', 'sem', 'mais', 'comentarios', 'excelente']",1.0,4,6,6
0_115427,"Perfume delicioso, suave, elegante. A fixação é realmente muito boa, mas a fragancia é é um pouco doce demais. Mas mesmo assim, o cheiro fica cada vez melhor com o passar do tempo. Pena que é muito caro, mas muito bom.


O que gostei: elegante

O que não gostei: caro","perfume delicioso, suave, elegante. a fixacao e realmente muito boa, mas a fragancia e e um pouco doce demais. mas mesmo assim, o cheiro fica cada vez melhor com o passar do tempo. pena que e muito caro, mas muito bom.


o que gostei: elegante

o que nao gostei: caro","['perfume', 'delicioso', 'suave', 'elegante', 'fixacao', 'realmente', 'muito', 'boa', 'mas', 'fragancia', 'um', 'pouco', 'doce', 'demais', 'mas', 'mesmo', 'assim', 'cheiro', 'fica', 'cada', 'vez', 'melhor', 'com', 'passar', 'do', 'tempo', 'pena', 'que', 'muito', 'caro', 'mas', 'muito', 'bom', 'que', 'gostei', 'elegante', 'que', 'nao', 'gostei', 'caro']",1.0,4,4,4
0_92621,"Um produto indispensavel para qualquer pessoa ligada em jogos de pc, sejam eles dos mais variados estilos. Este e sem duvida algo que quero a muito tempo, e ainda estou atras de ter um

O que gostei: Ter este produto, desponibiliza maior jogabilidade e diversao, otimo para jogar alem de nao prejudicar a visao por tar horas e horas a frente do PC e economizar o teclado, porque todos sabem, que dependendo do jogo, o teclado nao dura mais de 4 meses

O que não gostei: O ponto negativo aqui é nao telo em casa, pois recomendo a qualquer pessoa","um produto indispensavel para qualquer pessoa ligada em jogos de pc, sejam eles dos mais variados estilos. este e sem duvida algo que quero a muito tempo, e ainda estou atras de ter um

o que gostei: ter este produto, desponibiliza maior jogabilidade e diversao, otimo para jogar alem de nao prejudicar a visao por tar horas e horas a frente do pc e economizar o teclado, porque todos sabem, que dependendo do jogo, o teclado nao dura mais de 4 meses

o que nao gostei: o ponto negativo aqui e nao telo em casa, pois recomendo a qualquer pessoa","['um', 'produto', 'indispensavel', 'para', 'qualquer', 'pessoa', 'ligada', 'em', 'jogos', 'de', 'pc', 'sejam', 'eles', 'dos', 'mais', 'variados', 'estilos', 'este', 'sem', 'duvida', 'algo', 'que', 'quero', 'muito', 'tempo', 'ainda', 'estou', 'atras', 'de', 'ter', 'um', 'que', 'gostei', 'ter', 'este', 'produto', 'desponibiliza', 'maior', 'jogabilidade', 'diversao', 'otimo', 'para', 'jogar', 'alem', 'de', 'nao', 'prejudicar', 'visao', 'por', 'tar', 'horas', 'horas', 'frente', 'do', 'pc', 'economizar', 'teclado', 'porque', 'todos', 'sabem', 'que', 'dependendo', 'do', 'jogo', 'teclado', 'nao', 'dura', 'mais', 'de', 'meses', 'que', 'nao', 'gostei', 'ponto', 'negativo', 'aqui', 'nao', 'telo', 'em', 'casa', 'pois', 'recomendo', 'qualquer', 'pessoa']",1.0,5,2,2
0_87370,"Esperava muito mais qualidade, tanto no atendimento (que foi terrivel) quanto no produto. Nao faz jus ao preço. A imagem não é nada boa.

O que gostei: Compacta, estiticamente falando perfeita.

O que não gostei: Comprei dia 31.01, recebi dia 23.02 e estava com defeito no botao liga e desliga e o controle tbm nao funcionava. Mandei de volta no dia 02.03 e só no dia 18.04 tornei a receber novamente a TV. Decepcionante.
Esperava tbm uma imagem bem melhor. É pessima.Sinceramente, foi a pior compra q ja fiz.","esperava muito mais qualidade, tanto no atendimento (que foi terrivel) quanto no produto. nao faz jus ao preco. a imagem nao e nada boa.

o que gostei: compacta, estiticamente falando perfeita.

o que nao gostei: comprei dia 31.01, recebi dia 23.02 e estava com defeito no botao liga e desliga e o controle tbm nao funcionava. mandei de volta no dia 02.03 e so no dia 18.04 tornei a receber novamente a tv. decepcionante.
esperava tbm uma imagem bem melhor. e pessima.sinceramente, foi a pior compra q ja fiz.","['esperava', 'muito', 'mais', 'qualidade', 'tanto', 'no', 'atendimento', 'que', 'foi', 'terrivel', 'quanto', 'no', 'produto', 'nao', 'faz', 'jus', 'ao', 'preco', 'imagem', 'nao', 'nada', 'boa', 'que', 'gostei', 'compacta', 'estiticamente', 'falando', 'perfeita', 'que', 'nao', 'gostei', 'comprei', 'dia', '31', '01', 'recebi', 'dia', '23', '02', 'estava', 'com', 'defeito', 'no', 'botao', 'liga', 'desliga', 'controle', 'tbm', 'nao', 'funcionava', 'mandei', 'de', 'volta', 'no', 'dia', '02', '03', 'so', 'no', 'dia', '18', '04', 'tornei', 'receber', 'novamente', 'tv', 'decepcionante', 'esperava', 'tbm', 'uma', 'imagem', 'bem', 'melhor', 'pessima', 'sinceramente', 'foi', 'pior', 'compra', 'ja', 'fiz']",,3,-1,8
1_168220,"É o primeiro notebook que tenho. Fiquei muito satisfeito com o produto e prazo de entrega. Tive dificuldade para receber a Nota Fiscal, devido a nova legislação em nosso estado.

O que gostei: Bom desempenho, fácil de transportar.
Estou satisfeito.

O que não gostei: Programa Linux,e dependendo do ângulo que olhamos para a tela, a imagem fica desfocada.","e o primeiro notebook que tenho. fiquei muito satisfeito com o produto e prazo de entrega. tive dificuldade para receber a nota fiscal, devido a nova legislacao em nosso estado.

o que gostei: bom desempenho, facil de transportar.
estou satisfeito.

o que nao gostei: programa linux,e dependendo do angulo que olhamos para a tela, a imagem fica desfocada.","['primeiro', 'notebook', 'que', 'tenho', 'fiquei', 'muito', 'satisfeito', 'com', 'produto', 'prazo', 'de', 'entrega', 'tive', 'dificuldade', 'para', 'receber', 'nota', 'fiscal', 'devido', 'nova', 'legislacao', 'em', 'nosso', 'estado', 'que', 'gostei', 'bom', 'desempenho', 'facil', 'de', 'transportar', 'estou', 'satisfeito', 'que', 'nao', 'gostei', 'programa', 'linux', 'dependendo', 'do', 'angulo', 'que', 'olhamos', 'para', 'tela', 'imagem', 'fica', 'desfocada']",1.0,4,6,6
minus_2_163259,a piscina é e ótimo padrão e qualidade e com preço bom,a piscina e e otimo padrao e qualidade e com preco bom,"['piscina', 'otimo', 'padrao', 'qualidade', 'com', 'preco', 'bom']",1.0,5,2,2
2_54131,"na entrega, foi faltando os parafusos dos pés

O que gostei: para uma kitnet é muito bom","na entrega, foi faltando os parafusos dos pes

o que gostei: para uma kitnet e muito bom","['na', 'entrega', 'foi', 'faltando', 'os', 'parafusos', 'dos', 'pes', 'que', 'gostei', 'para', 'uma', 'kitnet', 'muito', 'bom']",1.0,4,2,2
5_76976,"Ela é simplestente ótima ! Não tive nenhum tipo de problemas com ela, costura bem, faz tudo que tem em sua descrição !
Muitas pessoas acham que ela costura panos moles, nããão gente ! Ela não é para isso , é pra isso que existem as máquinas de overloque :) Com ela faço coisas super lindas e fico muito satisfeita com o resultado! Para quem quer ver meus trabalhos feitos na minha Janome www.flickr.com/mariachicle ! USO E RECOMENDO A JANOME 2008 !

O que gostei: Seus pontos são bem firmes !! Costura bem ! Não é barulhenta , é fácil de limpar ! E para ter uma boa costura é só saber usar a agulha certa para o tecido certo, fina para tecido grosso e grossa para tecido fino e ajeitar seus pontos conforme no manual :)

O que não gostei: Não costura tecidos MUITO grossos, pois a altura do pé calçador não permite!","ela e simplestente otima ! nao tive nenhum tipo de problemas com ela, costura bem, faz tudo que tem em sua descricao !
muitas pessoas acham que ela costura panos moles, naaao gente ! ela nao e para isso , e pra isso que existem as maquinas de overloque :) com ela faco coisas super lindas e fico muito satisfeita com o resultado! para quem quer ver meus trabalhos feitos na minha janome www.flickr.com/mariachicle ! uso e recomendo a janome 2008 !

o que gostei: seus pontos sao bem firmes !! costura bem ! nao e barulhenta , e facil de limpar ! e para ter uma boa costura e so saber usar a agulha certa para o tecido certo, fina para tecido grosso e grossa para tecido fino e ajeitar seus pontos conforme no manual :)

o que nao gostei: nao costura tecidos muito grossos, pois a altura do pe calcador nao permite!","['ela', 'simplestente', 'otima', 'nao', 'tive', 'nenhum', 'tipo', 'de', 'problemas', 'com', 'ela', 'costura', 'bem', 'faz', 'tudo', 'que', 'tem', 'em', 'sua', 'descricao', 'muitas', 'pessoas', 'acham', 'que', 'ela', 'costura', 'panos', 'moles', 'naaao', 'gente', 'ela', 'nao', 'para', 'isso', 'pra', 'isso', 'que', 'existem', 'as', 'maquinas', 'de', 'overloque', 'com', 'ela', 'faco', 'coisas', 'super', 'lindas', 'fico', 'muito', 'satisfeita', 'com', 'resultado', 'para', 'quem', 'quer', 'ver', 'meus', 'trabalhos', 'feitos', 'na', 'minha', 'janome', 'www', 'flickr', 'com', 'mariachicle', 'uso', 'recomendo', 'janome', '2008', 'que', 'gostei', 'seus', 'pontos', 'sao', 'bem', 'firmes', 'costura', 'bem', 'nao', 'barulhenta', 'facil', 'de', 'limpar', 'para', 'ter', 'uma', 'boa', 'costura', 'so', 'saber', 'usar', 'agulha', 'certa', 'para', 'tecido', 'certo', 'fina', 'para', 'tecido', 'grosso', 'grossa', 'para', 'tecido', 'fino', 'ajeitar', 'seus', 'pontos', 'conforme', 'no', 'manual', 'que', 'nao', 'gostei', 'nao', 'costura', 'tecidos', 'muito', 'grossos', 'pois', 'altura', 'do', 'pe', 'calcador', 'nao', 'permite']",1.0,5,4,4
1_477471,"eu adoraria ganah esse tablete pq eu preciso muito e queria tanto ser vcs mim desse eu agradesia a vcs fique com deus
","eu adoraria ganah esse tablete pq eu preciso muito e queria tanto ser vcs mim desse eu agradesia a vcs fique com deus
","['eu', 'adoraria', 'ganah', 'esse', 'tablete', 'pq', 'eu', 'preciso', 'muito', 'queria', 'tanto', 'ser', 'vcs', 'mim', 'desse', 'eu', 'agradesia', 'vcs', 'fique', 'com', 'deus']",1.0,5,1,1
minus_1_36281,"+E UMA MÁQUINA ECONÓMICA, PRÁTICA E DE FÁCIL MANUSEIO, EXCELENTE !

O que gostei: ÓTIMO PRODUTO, É UMA MAQUINA BEM VERSÁTIL E PRÁTICA, FÁCIL DE MANUSEAR!

O que não gostei: PODERIA VIR COM UMA MANGUEIRA DE ÁGUA MAIOR, MAS ELA É PERFEITA !","+e uma maquina economica, pratica e de facil manuseio, excelente !

o que gostei: otimo produto, e uma maquina bem versatil e pratica, facil de manusear!

o que nao gostei: poderia vir com uma mangueira de agua maior, mas ela e perfeita !","['uma', 'maquina', 'economica', 'pratica', 'de', 'facil', 'manuseio', 'excelente', 'que', 'gostei', 'otimo', 'produto', 'uma', 'maquina', 'bem', 'versatil', 'pratica', 'facil', 'de', 'manusear', 'que', 'nao', 'gostei', 'poderia', 'vir', 'com', 'uma', 'mangueira', 'de', 'agua', 'maior', 'mas', 'ela', 'perfeita']",1.0,5,3,3
0_413501,conheci com um colega e o produto é impressionante!,conheci com um colega e o produto e impressionante!,"['conheci', 'com', 'um', 'colega', 'produto', 'impressionante']",1.0,4,10,10
0_467844,"A muito tempo pesquisando percebi que é uma boa câmera com uma ótima portabilidade.
","a muito tempo pesquisando percebi que e uma boa camera com uma otima portabilidade.
","['muito', 'tempo', 'pesquisando', 'percebi', 'que', 'uma', 'boa', 'camera', 'com', 'uma', 'otima', 'portabilidade']",1.0,5,5,5
0_229934,"Game divertido para Playstation 3, muito legal.

O que gostei: Boa qualidade gráfica

O que não gostei: Nada","game divertido para playstation 3, muito legal.

o que gostei: boa qualidade grafica

o que nao gostei: nada","['game', 'divertido', 'para', 'playstation', 'muito', 'legal', 'que', 'gostei', 'boa', 'qualidade', 'grafica', 'que', 'nao', 'gostei', 'nada']",1.0,5,6,6
0_199751,"Jogo muito bom , de extrema diversão, eu gosto muito e recomendo.

O que gostei: Bom

O que não gostei: Nada","jogo muito bom , de extrema diversao, eu gosto muito e recomendo.

o que gostei: bom

o que nao gostei: nada","['jogo', 'muito', 'bom', 'de', 'extrema', 'diversao', 'eu', 'gosto', 'muito', 'recomendo', 'que', 'gostei', 'bom', 'que', 'nao', 'gostei', 'nada']",1.0,5,5,5
0_325409,"Um produto de excelente, qualidade e durabilidade


O que gostei: alguns

O que não gostei: alguns","um produto de excelente, qualidade e durabilidade


o que gostei: alguns

o que nao gostei: alguns","['um', 'produto', 'de', 'excelente', 'qualidade', 'durabilidade', 'que', 'gostei', 'alguns', 'que', 'nao', 'gostei', 'alguns']",1.0,4,1,1
11_93448,"Bom por ser um dual sim.Razoavel por ter apenas uma bateria e carregador portátil.

O que gostei: Fácil de manusiar e otima visualização do displei.

O que não gostei: Pouca duração da bateria,mesmo sem fazer uso da tv e do mp3","bom por ser um dual sim.razoavel por ter apenas uma bateria e carregador portatil.

o que gostei: facil de manusiar e otima visualizacao do displei.

o que nao gostei: pouca duracao da bateria,mesmo sem fazer uso da tv e do mp3","['bom', 'por', 'ser', 'um', 'dual', 'sim', 'razoavel', 'por', 'ter', 'apenas', 'uma', 'bateria', 'carregador', 'portatil', 'que', 'gostei', 'facil', 'de', 'manusiar', 'otima', 'visualizacao', 'do', 'displei', 'que', 'nao', 'gostei', 'pouca', 'duracao', 'da', 'bateria', 'mesmo', 'sem', 'fazer', 'uso', 'da', 'tv', 'do', 'mp3']",,3,-1,2
0_364563,"Prático, filma em HD e ótimo preço

O que gostei: Prático, filma em HD e ótimo preço

O que não gostei: Não tem","pratico, filma em hd e otimo preco

o que gostei: pratico, filma em hd e otimo preco

o que nao gostei: nao tem","['pratico', 'filma', 'em', 'hd', 'otimo', 'preco', 'que', 'gostei', 'pratico', 'filma', 'em', 'hd', 'otimo', 'preco', 'que', 'nao', 'gostei', 'nao', 'tem']",1.0,5,10,10
0_242525,"o produto que vcs me enviaram é uma replica! fiquei estremamente chateado e não comprei mais nada com vocês!!!

O que gostei: de longe, parece original!

O que não gostei: o produto que vcs me enviaram é uma replica! fiquei estremamente chateado e não comprei mais nada com vocês!!!","o produto que vcs me enviaram e uma replica! fiquei estremamente chateado e nao comprei mais nada com voces!!!

o que gostei: de longe, parece original!

o que nao gostei: o produto que vcs me enviaram e uma replica! fiquei estremamente chateado e nao comprei mais nada com voces!!!","['produto', 'que', 'vcs', 'me', 'enviaram', 'uma', 'replica', 'fiquei', 'estremamente', 'chateado', 'nao', 'comprei', 'mais', 'nada', 'com', 'voces', 'que', 'gostei', 'de', 'longe', 'parece', 'original', 'que', 'nao', 'gostei', 'produto', 'que', 'vcs', 'me', 'enviaram', 'uma', 'replica', 'fiquei', 'estremamente', 'chateado', 'nao', 'comprei', 'mais', 'nada', 'com', 'voces']",0.0,1,5,5
1_438692,"É UM PRODUTO ÓTIMO,RECOMENDO A TODOS.","e um produto otimo,recomendo a todos.","['um', 'produto', 'otimo', 'recomendo', 'todos']",1.0,5,10,10
1_409738,"Precisava de um aparelho com boa visibilidade para um espaço relativamente pequeno de um apartamento com uma área de aproximadamente 60m quadrados e uma sala de visitas em L. Posicionada sobre um suporte de parede retrátil que pode ser direcionado num raio de 180 graus facilitando o uso em qualquer ponto da sala sem perda de qualidade da imagem e som. Em uso a mais de um ano, estou muito satisfeito com esse produto que mostrou ser robusto, leve, econômico e com acessórios confiáveis. Realmente valeu o investimento levando-se em conta que as marcas concorrentes, que,  com aproximadamente o mesmo tempo de uso  deste aparelho, começam a presentar defeitos de imagem entre outros. Evidente que seria interessante equipamentos desta qualidade com um custo beneficio menor no mercado para atender a demanda da população brasileira que investe boa parte de suas economias em equipamentos e tecnologia.","precisava de um aparelho com boa visibilidade para um espaco relativamente pequeno de um apartamento com uma area de aproximadamente 60m quadrados e uma sala de visitas em l. posicionada sobre um suporte de parede retratil que pode ser direcionado num raio de 180 graus facilitando o uso em qualquer ponto da sala sem perda de qualidade da imagem e som. em uso a mais de um ano, estou muito satisfeito com esse produto que mostrou ser robusto, leve, economico e com acessorios confiaveis. realmente valeu o investimento levando-se em conta que as marcas concorrentes, que,  com aproximadamente o mesmo tempo de uso  deste aparelho, comecam a presentar defeitos de imagem entre outros. evidente que seria interessante equipamentos desta qualidade com um custo beneficio menor no mercado para atender a demanda da populacao brasileira que investe boa parte de suas economias em equipamentos e tecnologia.","['precisava', 'de', 'um', 'aparelho', 'com', 'boa', 'visibilidade', 'para', 'um', 'espaco', 'relativamente', 'pequeno', 'de', 'um', 'apartamento', 'com', 'uma', 'area', 'de', 'aproximadamente', '60m', 'quadrados', 'uma', 'sala', 'de', 'visitas', 'em', 'posicionada', 'sobre', 'um', 'suporte', 'de', 'parede', 'retratil', 'que', 'pode', 'ser', 'direcionado', 'num', 'raio', 'de', '180', 'graus', 'facilitando', 'uso', 'em', 'qualquer', 'ponto', 'da', 'sala', 'sem', 'perda', 'de', 'qualidade', 'da', 'imagem', 'som', 'em', 'uso', 'mais', 'de', 'um', 'ano', 'estou', 'muito', 'satisfeito', 'com', 'esse', 'produto', 'que', 'mostrou', 'ser', 'robusto', 'leve', 'economico', 'com', 'acessorios', 'confiaveis', 'realmente', 'valeu', 'investimento', 'levando', 'se', 'em', 'conta', 'que', 'as', 'marcas', 'concorrentes', 'que', 'com', 'aproximadamente', 'mesmo', 'tempo', 'de', 'uso', 'deste', 'aparelho', 'comecam', 'presentar', 'defeitos', 'de', 'imagem', 'entre', 'outros', 'evidente', 'que', 'seria', 'interessante', 'equipamentos', 'desta', 'qualidade', 'com', 'um', 'custo', 'beneficio', 'menor', 'no', 'mercado', 'para', 'atender', 'demanda', 'da', 'populacao', 'brasileira', 'que', 'investe', 'boa', 'parte', 'de', 'suas', 'economias', 'em', 'equipamentos', 'tecnologia']",1.0,5,6,6
0_472773,"Excelente máquina com muita velocidade, foco veloz e funções profissinais. Otima de usar.","excelente maquina com muita velocidade, foco veloz e funcoes profissinais. otima de usar.","['excelente', 'maquina', 'com', 'muita', 'velocidade', 'foco', 'veloz', 'funcoes', 'profissinais', 'otima', 'de', 'usar']",1.0,5,9,9
7_395506,"COMPREI O APARELHO PENSANDO SER MELHOR OU IGUAL O DA SAMSUNG COM 2 CHIPS. QUEBREI A CARA, POIS TIVE QUE DESATIVAR UM CHIP. SÓ ASSIM FUNCIONA A CONTENTO.CONTATEI A LG E FORAM ATÉ ATENCIOSOS COMIGO,MAS MESMO ATUALIZANDO O APARELHO, COM OS 2 CHIPS, FICAVAM DESATIVADOS E NÃO CONSEGUIA FAZER E NEM RECEBER CHAMADOS ,UM CHIP INTERFERE NO OUTRO. ENFIM AGORA EU DIGO LG POR ENQUANTO NUNCA MAIS. obs.COMPREI O APARELHO FINAL DE JANEIRO DE 2013.

O que gostei: SOM . VOLUME BOM.

O que não gostei: NÃO DA CERTO OS 2 CHIPS.","comprei o aparelho pensando ser melhor ou igual o da samsung com 2 chips. quebrei a cara, pois tive que desativar um chip. so assim funciona a contento.contatei a lg e foram ate atenciosos comigo,mas mesmo atualizando o aparelho, com os 2 chips, ficavam desativados e nao conseguia fazer e nem receber chamados ,um chip interfere no outro. enfim agora eu digo lg por enquanto nunca mais. obs.comprei o aparelho final de janeiro de 2013.

o que gostei: som . volume bom.

o que nao gostei: nao da certo os 2 chips.","['comprei', 'aparelho', 'pensando', 'ser', 'melhor', 'ou', 'igual', 'da', 'samsung', 'com', 'chips', 'quebrei', 'cara', 'pois', 'tive', 'que', 'desativar', 'um', 'chip', 'so', 'assim', 'funciona', 'contento', 'contatei', 'lg', 'foram', 'ate', 'atenciosos', 'comigo', 'mas', 'mesmo', 'atualizando', 'aparelho', 'com', 'os', 'chips', 'ficavam', 'desativados', 'nao', 'conseguia', 'fazer', 'nem', 'receber', 'chamados', 'um', 'chip', 'interfere', 'no', 'outro', 'enfim', 'agora', 'eu', 'digo', 'lg', 'por', 'enquanto', 'nunca', 'mais', 'obs', 'comprei', 'aparelho', 'final', 'de', 'janeiro', 'de', '2013', 'que', 'gostei', 'som', 'volume', 'bom', 'que', 'nao', 'gostei', 'nao', 'da', 'certo', 'os', 'chips']",,3,-1,10
0_133756,"Para quem é fã deBritney e apaixonado por suas fragrancias, é uma maravilhosa escolha!

O que gostei: ELE É MARAVILHOSO

O que não gostei: quem não gosta da britney, não compre.","para quem e fa debritney e apaixonado por suas fragrancias, e uma maravilhosa escolha!

o que gostei: ele e maravilhoso

o que nao gostei: quem nao gosta da britney, nao compre.","['para', 'quem', 'fa', 'debritney', 'apaixonado', 'por', 'suas', 'fragrancias', 'uma', 'maravilhosa', 'escolha', 'que', 'gostei', 'ele', 'maravilhoso', 'que', 'nao', 'gostei', 'quem', 'nao', 'gosta', 'da', 'britney', 'nao', 'compre']",,3,-1,7
0_425766,não tenho,nao tenho,"['nao', 'tenho']",1.0,4,3,3
